title,price,specs,rating 
Peace P3 Combo of Two Mobiles,"₹1,010","32 MB RAM | 64 MB ROM | Expandable Upto 16 GB
1.8 inch Quarter QVGA Display
0.3MP Rear Camera
850 mAh Battery
",3.2
"Micromax Canvas Xp 4g (Moon Dust Grey, 16 GB)","₹4,999","3 GB RAM | 16 GB ROM |
5 inch HD Display
8MP Rear Camera
2000 mAh Battery
0 0 Quad Core 1GHz Processor
",3.6
"Samsung Galaxy J7 Prime (Black, 16 GB)","₹11,499","3 GB RAM | 16 GB ROM | Expandable Upto 256 GB
5.5 inch Full HD Display
13MP Rear Camera | 8MP Front Camera
3300 mAh Battery
Exynos 7870 Octa Core 1.6GHz Processor
",4.2
GLX U505 Combo of Two Mobiles,"₹1,129","32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Quarter QVGA Display
0.3MP Rear Camera
950 mAh Battery
",3.7
"Lenovo K6 Power (Silver, 32 GB)","₹8,990","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
5 inch Full HD Display
13MP Rear Camera | 8MP Front Camera
4000 mAh Li-Polymer Battery
Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor
",4.1
"Asus Zenfone 2 Laser ZE550KL (Black, 16 GB)","₹8,499","2 GB RAM | 16 GB ROM | Expandable Upto 128 GB
5.5 inch HD Display
13MP Rear Camera | 5MP Front Camera
3000 mAh Li-Polymer Battery
qualcomm Snapdragon 410 Quad Core 1.2GHz Processor
",4.1
"VIVO Y71 (Gold, 32 GB)","₹12,480","4 GB RAM | 32 GB ROM | Expandable Upto 256 GB
6.0 inch HD+ Display
13MP Rear Camera | 5MP Front Camera
3360 mAh Li-ion Battery
Qualcomm Snapdragon 425 Processor
",4.2
Kechaoda K60,"₹1,320","32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
2.4 inch QVGA Display
0.3MP Rear Camera | 0.3MP Front Camera
3600 mAh Battery
",3.8
Karbonn K885 Metal,"₹1,349","32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
2.8 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.8
I Kall K35,₹749,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
2.4 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.4
"Samsung Galaxy J5 Prime (Gold, 32 GB)","₹11,990","3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
5 inch HD Display
13MP Rear Camera | 5MP Front Camera
2400 mAh Li-Ion Battery
Exynos 7570 Quad Core 1.4GHz Processor
",4.2
I Kall K35,₹729,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
2.4 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.4
Karbonn K7 Power,₹939,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
1.8 inch Display
0.3MP Rear Camera
2700 mAh Battery
",3.6
I Kall K35,₹749,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
2.4 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.4
GLX W8,₹569,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch QVGA Display
0.3MP Rear Camera
950 mAh Battery
",3.7
"Voto V2 (Rose Gold, 16 GB)","₹6,499","2 GB RAM | 16 GB ROM |
5 inch HD Display
13MP Rear Camera | 8MP Front Camera
3000 mAh Battery
Spreadtrum SC9832 Cortex A7 Processor
",3.6
"Nokia 2 (Pewter / White, 8 GB)","₹7,300","1 GB RAM | 8 GB ROM |
5 inch HD Display
8MP Rear Camera | 5MP Front Camera
4100 mAh Battery
",3.9
Peace FM1,₹563,"64 MB RAM | 32 MB ROM |
1.8 inch Display
0.3MP Rear Camera
850 mAh Battery
",3.5
BlackZone Neo 8110,"₹1,049","10 MB RAM | 10 MB ROM | Expandable Upto 32 GB
2.4 inch Display
0.3MP Rear Camera
1500 mah Battery
",3.1
Aqua J1,₹669,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
1.8 inch Display
0.3MP Rear Camera
1200 mAh Battery
",3.5
Rocktel R6,₹569,"10 MB RAM | 32 MB ROM |
1.8 inch Quarter QVGA Display
0.03MP Rear Camera
800 mAh Battery
",3.5
"Karbonn A1 INDIAN 4G with VoLTE (Black, 8 GB)","₹3,050","1 GB RAM | 8 GB ROM | Expandable Upto 32 GB
4 inch WVGA Display
3.2MP Rear Camera | 2MP Front Camera
1500 mAh Battery
",3.4
Karbonn K310n,₹749,"32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
1.8 inch QVGA Display
0.3MP Rear Camera
800 mAh Battery
",3.8
"Karbonn Aura Note 2 (Black Champagne, 16 GB)","₹5,249","2 GB RAM | 16 GB ROM | Expandable Upto 32
5.5 inch Display
13MP Rear Camera | 5MP Front Camera
2900 mAh Battery
",3.6
"Voto V2 (Black, 16 GB)","₹6,499","2 GB RAM | 16 GB ROM |
5 inch HD Display
13MP Rear Camera | 8MP Front Camera
3000 mAh Battery
Spreadtrum SC9832 Cortex A7 Processor
",3.6
"Lenovo K6 Power (Grey/Dark Grey, 32 GB)","₹9,999","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
5 inch Full HD Display
13MP Rear Camera | 8MP Front Camera
4000 mAh Li-Polymer Battery
Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor
",4.1
Kechaoda K10,₹950,"32 MB RAM | 32 MB ROM |
0.66 inch NA Display
0.2MP Rear Camera
300 mAh Battery
",4.1
I Kall K3311 Combo with Two Mobile,"₹1,299","32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
2.4 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.8
"Redmi 4 (Gold, 64 GB)",None,"4 GB RAM | 64 GB ROM | Expandable Upto 128 GB
5 inch HD Display
13MP Rear Camera | 5MP Front Camera
4100 mAh Battery
Snapdragon 435 Processor
",3.9
"Samsung Galaxy J2 Pro (Black, 16 GB)","₹7,690","2 GB RAM | 16 GB ROM |
5 inch Display
8MP Rear Camera
2600 mAh Battery
Spreadtrum Quad-Core 1.5GHz Processor
",4.1
"Redmi 4 (Black, 32 GB)","₹9,490","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
5 inch HD Display
13MP Rear Camera | 5MP Front Camera
4100 mAh Battery
Snapdragon 435 Processor
",4.2
"Micromax Canvas 2 (Chrome Black, 16 GB)","₹6,999","3 GB RAM | 16 GB ROM | Expandable Upto 64 GB
5 inch HD Display
13MP Rear Camera | 5MP Front Camera
3050 mAh Li-Polymer Battery
Mediatek MT6737 Quad Core 1.25GHz Processor
",3.8
Kechaoda K10,None,"32 MB RAM | 32 MB ROM |
0.66 inch NA Display
0.2MP Rear Camera
300 mAh Battery
",4.1
"Samsung Galaxy J7 Pro (Gold, 64 GB)","₹16,900","3 GB RAM | 64 GB ROM | Expandable Upto 128 GB
5.5 inch Full HD Display
13MP Rear Camera | 13MP Front Camera
3600 mAh Battery
Exynos Octa-Core 1.6GHz Processor
",4.3
"VIVO V5 Plus (Gold, 64 GB)","₹15,985","4 GB RAM | 64 GB ROM |
5.5 inch Full HD Display
16MP Rear Camera | 20MP + 8MP Dual Front Camera
3055 mAh Battery
Qualcomm Snapdragon 625 64-bit Octa Core 2 GHz Processor
Android Nougat 7.0 (Update Available)
",4.3
Gfive Z8,₹875,"Expandable Upto 32 GB
2.4 inch Display
0.3MP Rear Camera
2200 mAh Battery
",3.7
Zen X91,₹929,"32 MB RAM | 32 MB ROM |
2.4 inch QVGA Display
1.3MP Rear Camera
1000 mAh Battery
",4.3
Lava ARC One Plus,"₹1,359","0 MB ROM | Expandable Upto 32 GB
2.4 inch QVGA Display
0.3MP Rear Camera
1000 mAh Li-Ion Battery
MTK6261D Processor
",4
Zen X91,₹929,"32 MB RAM | 32 MB ROM |
2.4 inch QVGA Display
1.3MP Rear Camera
1000 mAh Battery
",4.3
Intex Eco Selfie,₹843,"1 MB RAM | 34.5 KB ROM |
1.8 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.6
Zen M90,"₹1,039","32 MB RAM | 32 MB ROM |
2.4 inch QVGA Display
1.3MP Rear Camera
1800 mAh Battery
",4.7
I Kall K 71 Pack of Three,"₹1,099","32 MB RAM | 64 MB ROM |
1.4 inch Display
1000 mAh Battery
",3.3
Fox Champ FX240,₹899,"32 MB RAM | 32 MB ROM |
2.4 inch QVGA Display
0.3MP Rear Camera
1800 mAh Battery
",3.5
"Micromax Canvas 6 Pro (Black, 16 GB)","₹7,499","4 GB RAM | 16 GB ROM | Expandable Upto 64 GB
5.5 inch Full HD Display
13MP Rear Camera | 5MP Front Camera
3000 mAh Li-Polymer Battery
Mediatek MT6795M Octa Core 2GHz Processor
",3.7
"Swipe Konnect Power (Gold, 16 GB)","₹4,440","2 GB RAM | 16 GB ROM | Expandable Upto 64 GB
5 inch HD Display
8MP Rear Camera | 5MP Front Camera
3000 mAh Battery
ARM Processor
",3.5
JIVI N9003,"₹1,035","32 KB ROM | Expandable Upto 8 GB
2.4 inch QVGA Display
1.3MP Rear Camera
3000 mAh Battery
",3.3
"Swipe Konnect Power (Black, 16 GB)","₹4,499","2 GB RAM | 16 GB ROM | Expandable Upto 64 GB
5 inch HD Display
8MP Rear Camera | 5MP Front Camera
3000 mAh Battery
ARM Processor
",3.5
Lava ARC 101,"₹1,229","Expandable Upto 32 GB
2.4 inch QVGA Display
0.3MP Rear Camera
1000 mAh Li-Ion Battery
",3.9
JIVI N9003,"₹1,119","1 MB RAM | 32 KB ROM | Expandable Upto 8 GB
2.4 inch QVGA Display
1.3MP Rear Camera
3000 mAh Battery
",3.6
"XOLO Era 2X (3GB) (Latte Gold, 16 GB)","₹5,999","3 GB RAM | 16 GB ROM | Expandable Upto 32 GB
5 inch HD Display
8MP Rear Camera | 5MP Front Camera
2500 mAh Li-Ion Battery
Mediatek MTK6737 64 Bit Quad Core 1.25GHz Processor
",3.9
Karbonn K324N,"₹1,069","32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
2.4 inch Display
0.3MP Rear Camera
1750 mAh Battery
",3.6
Karbonn K19 Rock,₹839,"32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
1.8 inch Display
0.3MP Rear Camera
1750 mAh Battery
",3.5
Iball Aasaan 3,"₹2,999","10 MB RAM | 10 MB ROM |
2.31 inch Display
0.3MP Rear Camera
1450 mAh Battery
",3.7
Fox Champ FX240,"₹1,299","32 MB RAM | 32 MB ROM |
2.4 inch QVGA Display
0.3MP Rear Camera
1800 mAh Battery
",3.5
Karbonn K324N,"₹1,099","32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
2.4 inch Display
0.3MP Rear Camera
1750 mAh Battery
",3.6
Karbonn K111 Superstar,"₹1,248","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
2.4 inch Display
0.3MP Rear Camera
2700 mAh Battery
",3.7
"Apple iPhone 7 (Rose Gold, 32 GB)","₹49,999","32 GB ROM |
4.7 inch Retina HD Display
12MP Rear Camera | 7MP Front Camera
Li-Ion Battery
Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
",4.5
GLX W22 Combo of Two Mobiles,"₹1,129","32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Quarter QVGA Display
0.3MP Rear Camera
950 mAh Battery
",4.2
Lava Spark i8,"₹1,489","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
2.8 inch QVGA Display
1.3MP Rear Camera
1200 mAh Battery
",4
GLX W22 Combo of Two Mobiles,"₹1,129","32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Quarter QVGA Display
0.3MP Rear Camera
950 mAh Battery
",4.2
GLX W22 Combo of Two Mobiles,"₹1,129","32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Quarter QVGA Display
0.3MP Rear Camera
950 mAh Battery
",4.2
"Lenovo Vibe K5 Note (Gold, 64 GB)","₹12,499","4 GB RAM | 64 GB ROM | Expandable Upto 128 GB
5.5 inch Full HD Display
13MP Rear Camera | 8MP Front Camera
3500 mAh Li-Ion Polymer Battery
Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor
",4.1
"Apple iPhone 8 Plus (Space Grey, 64 GB)","₹71,999","64 GB ROM |
5.5 inch Retina HD Display
12MP + 12MP Dual Rear Camera | 7MP Front Camera
lithium-ion Battery
A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor
",4.6
"Swipe Elite VR (Grey/Space Grey, 8 GB)","₹4,999","1 GB RAM | 8 GB ROM | Expandable Upto 32 GB
5.5 inch HD Display
13MP Rear Camera | 5MP Front Camera
3000 mAh Battery
Mediatek MTK6737 Quad Core 1.3GHz Processor Processor
",3.4
Lava KKT 40 Power Plus,"₹1,499","Expandable Upto 16 GB
2.4 inch QVGA Display
1.3MP Rear Camera
3000 mAh Li-Polymer Battery
0 0 0 0 Processor Processor
",4.1
Zen M72 Slim,"₹1,219","Expandable Upto 8 GB
2.4 inch Display
1.3MP Rear Camera
1800 mAh Battery
",4
Kechaoda K66,₹799,"500 MB RAM | 30 MB ROM |
1.44 inch Display
750 mAh Battery
",4
Kechaoda K66 Plus,₹899,"32 MB RAM | 32 MB ROM |
1.44 inch Display
0.3MP Rear Camera
850 mAh Battery
",4
"Alcatel 3V (Spectrum Black, 32 GB)","₹9,999","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
6.0 inch Full HD+ Display
16MP + 5MP Dual Rear Camera | 8MP Front Camera
3000 mAh Battery
MT8735A A53 Processor
Face Unlock
Built-in Bokeh Effect & Light Capture Mode
",3.4
"Alcatel 3V (Spectrum Blue, 32 GB)","₹9,999","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
6.0 inch Full HD+ Display
16MP + 5MP Dual Rear Camera | 8MP Front Camera
3000 mAh Battery
MT8735A A53 Processor
Face Unlock
Built-in Bokeh Effect & Light Capture Mode
",3.4
Micromax X071,₹740,"32 MB ROM |
1.77 inch QVGA Display
0.08MP Rear Camera
1000 mAh Li-Ion Battery
",3.6
I Kall K6300,₹999,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
2.8 inch QVGA Display
0.3MP Rear Camera
1800 mAh Battery
",3.5
"Honor Holly 4 (Grey, 32 GB)","₹8,590","3 GB RAM | 32 GB ROM |
5 inch HD Display
13MP Rear Camera | 5MP Front Camera
3020 mAh Battery
4*Cortex-A53 1.4GHz + 4*Cortex-A53 1.1GHz Android 7.0 + EMUI 5.1 Processor
",3.8
Snexian M3022,₹599,"32 MB RAM | 64 MB ROM | Expandable Upto 16 GB
1.8 inch Quarter QVGA Display
0.3MP Rear Camera
1000 mAh Battery
",3.2
Kechaoda K116 Plus,₹985,"32 MB RAM | 32 MB ROM |
1.77 inch Display
0.3MP Rear Camera
400 mAh Battery
",3.8
Itel IT5231,"₹1,299","64 MB RAM | 64 MB ROM |
2.4 inch Display
0.3MP Rear Camera
1900 mAh Battery
",3.9
Lava CaptainN1 Lite,₹799,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
800 mAh Battery
",4
"Swipe Elite 4G (Gold, 8 GB)","₹3,990","1 GB RAM | 8 GB ROM | Expandable Upto 64 GB
5 inch FWVGA Display
8MP Rear Camera | 5MP Front Camera
2500 mAh Li-ion Battery
ARM Cortex A7 Quad Core 1.3 GHz Processor
",3.6
Lava Captain N1,₹829,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
1.8 inch FWVGA Display
0.3MP Rear Camera
800 mAh Battery
",4.2
"Alcatel 3V (Spectrum Gold, 32 GB)","₹9,999","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
6.0 inch Full HD+ Display
16MP + 5MP Dual Rear Camera | 8MP Front Camera
3000 mAh Battery
MT8735A A53 Processor
Face Unlock
Built-in Bokeh Effect & Light Capture Mode
",3.4
I Kall K71 Pack of Three,"₹1,099","32 MB RAM | 64 MB ROM |
1.4 inch Display
1000 mAh Battery
",3.4
"Intex Aqua Lions X1+ (Black, 32 GB)","₹6,020","3 GB RAM | 32 GB ROM |
5.2 inch HD Display
13MP Rear Camera | 5MP Front Camera
2800 mAh Battery
",3.4
I Kall K24 Combo Of Two Mobile,"₹1,047","32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Display
0.3MP Rear Camera
1000 mAh Battery
",3.4
I Kall K99,₹569,"32 MB RAM | 64 MB ROM |
1.8 inch Display
0.3MP Rear Camera
1000 mAh Battery
",3.3
"Swipe Elite 4G (Grey, 8 GB)","₹3,985","1 GB RAM | 8 GB ROM | Expandable Upto 64 GB
5 inch FWVGA Display
8MP Rear Camera | 5MP Front Camera
2500 mAh Li-ion Battery
ARM Cortex A7 Quad Core 1.3 GHz Processor
",3.6
"Micromax Bharat 2 Ultra (Black, 4 GB)","₹2,890","512 MB RAM | 4 GB ROM | Expandable Upto 32 GB
4 inch Display
2MP Rear Camera | 0.3MP Front Camera
1300 mAh Li Battery
SC9832 Processor
",3.6
Nokia 216/216 DS,"₹2,405","16 MB RAM | NA ROM | Expandable Upto 32 GB
2.4 inch QVGA Display
0.3MP Rear Camera | 0.3MP Front Camera
1020 mAh Battery
0 0 0 0 Processor Processor
",4.2
Samsung Metro 313 Dual Sim,"₹2,025","16 MB RAM | 2 MB ROM |
2 inch Display
0.3MP Rear Camera
1000 mAh Battery
",4.2
"Samsung Galaxy C7 Pro (Navy Blue, 64 GB)","₹22,400","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
5.7 inch Full HD Display
16MP Rear Camera | 16MP Front Camera
3300 mAh Battery
Qualcomm Snapdragon Octa-Core 2.2GHz Processor
",4.3
Swipe ELITE Sense- 4G with VoLTE,"₹5,999","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
5 inch HD Display
13MP Rear Camera | 8MP Front Camera
2500 mAh Li-Ion Battery
Qualcomm Snapdragon 425 Quad Core 1.4GHz Processor
",3.7
M-tech L20,₹959,"32 MB RAM | 32 MB ROM | Expandable Upto 32 MB
2.4 inch QVGA Display
0.3MP Rear Camera | 0MP + 0MP Dual Front Camera
1800 mAh Battery
NA Processor
",3.5
Micromax Bharat 1 V409,"₹2,199","512 MB RAM | 4 GB ROM |
2.4 inch QVGA Display
0.3MP Rear Camera
1800 mAh Battery
",3.2
Swipe ELITE Sense- 4G with VoLTE,"₹5,999","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
5 inch HD Display
13MP Rear Camera | 8MP Front Camera
2500 mAh Li-Ion Battery
Qualcomm Snapdragon 425 Quad Core 1.4GHz Processor
",3.7
Micromax X072,₹700,"256 MB RAM | 256 MB ROM | Expandable Upto 8 GB
1.77 inch QVGA Display
0.08MP Rear Camera
1750 mAh Battery
",3.7
"Google Pixel 2 (Clearly White, 64 GB)","₹52,999","4 GB RAM | 64 GB ROM |
5.0 inch Full HD Display
12.2MP Rear Camera | 8MP Front Camera
2700 mAh Battery
Qualcomm Snapdragon 835 64-bit Octa Core Processor
Android Oreo 8.0.1 | Stock Android Version
Free Unlimited Storage in Google Photos
Water Resistant
",4.5
InFocus Hero Play M1,₹779,"32 MB RAM | 32 MB ROM | Expandable Upto 32 MB
1.8 inch QVGA Display
1MP Rear Camera
1800 mAh Battery
NA Processor
",4.3
InFocus Hero Play M1,₹779,"32 MB RAM | 32 MB ROM | Expandable Upto 32 MB
1.8 inch QVGA Display
1MP Rear Camera
1800 mAh Battery
NA Processor
",4.3
"Infinix Zero 5 Pro (Bronze Gold Black, 128 GB)","₹19,999","6 GB RAM | 128 GB ROM | Expandable Upto 128 GB
5.98 inch Full HD Display
12MP + 13MP Dual Rear Camera | 16MP Front Camera
4350 mAh Battery
Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor
Android Nougat 7.0
Dual SIM with Dedicated Memory Card Slot
Wide Angle + Telephoto Lens with 2X Optical Zoom
Fingerprint Sensor
Type C Charger with Fast Charging (9V 2A)
",4.3
GLX W5,₹639,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch QVGA Display
0.3MP Rear Camera
950 mAh Battery
",3.7
"Karbonn Titanium Jumbo (Champagne, 16 GB)","₹5,399","2 GB RAM | 16 GB ROM | Expandable Upto 64 GB
5 inch HD Display
13MP Rear Camera | 8MP Front Camera
4000 mAh Battery
",3.9
Fox Bolt FX241,"₹1,549","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
2.4 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.8
Karbonn K-Phone 1,"₹1,132","32 MB RAM | 32 MB ROM | Expandable Upto 8 GB
2.4 inch QVGA Display
1.3MP Rear Camera
1400 mAh Battery
",3.8
Karbonn K-Phone 1,"₹1,199","256 MB RAM | 160 MB ROM |
2.40 inch QVGA Display
1.3MP Rear Camera
1400 mAh Battery
",3.7
"Karbonn Titanium Jumbo (Black, 16 GB)","₹5,870","2 GB RAM | 16 GB ROM | Expandable Upto 64 GB
5 inch HD Display
13MP Rear Camera | 8MP Front Camera
4000 mAh Battery
",3.9
Gfive U220+,₹639,"32 MB RAM |
1.8 inch Display
0.3MP Rear Camera
1000 mAh Battery
",3.5
Gfive Z15,₹749,"Expandable Upto 16 GB
2.4 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.3
Micromax X088+,₹709,"56 MB RAM | 36 MB ROM |
1.77 inch Display
0.03MP Rear Camera
1000 mAh Battery
",3.9
Kechaoda K6,₹774,"50 MB RAM |
1.75 inch QVGA Display
0.1MP Rear Camera
1800 mAh Battery
",3.7
"Karbonn A40 Indian (Blue, 8 GB)","₹2,799","1 GB RAM | 8 GB ROM |
4 inch Display
2MP Rear Camera
1400 mAh Battery
",3.6
Intex Mega 2400,"₹1,310","20 KB ROM | Expandable Upto 64 GB
2.8 inch QVGA Display
0.3MP Rear Camera
2400 mAh Battery
",3.8
GLX W8,₹639,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch QVGA Display
0.3MP Rear Camera
950 mAh Battery
",3.7
Fox BigDaddy V2,"₹1,748","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
2.8 inch QVGA Display
0.3MP Rear Camera
3600 mAh Battery
",3.6
Karbonn Jumbo K9,"₹1,127","Expandable Upto 8 GB
2.6 inch QVGA Display
1.3MP Rear Camera
1800 mAh Li-Ion Battery
",3.8
Gfive G9,"₹1,125","32 MB RAM | 32 MB ROM |
2.8 inch Display
1.3MP Rear Camera
3000 mAh Battery
",3.5
Nokia Ta -1010/ Nokia 105,"₹1,125","4 MB RAM | 4 MB ROM |
1.8 inch Display
800 mAh Battery
",4.1
I Kall K5310,₹609,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Display
0.3MP Rear Camera
1000 mAh Battery
",3.1
Samsung B351E/Metro 350,"₹2,800","32 MB RAM | 0 MB ROM | Expandable Upto 16 GB
2.4 inch QVGA Display
2MP Rear Camera
1200 mAh Battery
",4.1
"Panasonic Eluga I9 (Blue, 32 GB)","₹7,799","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
5 inch HD Display
13MP Rear Camera | 5MP Front Camera
2500 mAh Li-ion Polymer Battery
MediaTek MTK6737 Quad Core 1.25 GHz Processor
7.8mm Thin Body
Rear Fingerprint Sensor
Android Nougat 7.0
",3.7
"Samsung Galaxy J4 (Gold, 16 GB)","₹9,490","2 GB RAM | 16 GB ROM | Expandable Upto 256 GB
5.5 inch HD Display
13MP Rear Camera | 5MP Front Camera
3000 mAh Battery
Exynos 7570 Processor
",4.3
"Lava Z61 (Gold, 16 GB)","₹5,750","1 GB RAM | 16 GB ROM | Expandable Upto 32 GB
5.45 inch HD+ Display
8MP Rear Camera | 5MP Front Camera
3000 mAh Battery
1.5 GHz Quad core processor Processor
",3.7
Gfive G9,"₹1,125","32 MB RAM | 64 MB ROM | Expandable Upto 16 GB
2.8 inch Display
0.3MP Rear Camera
3000 mAh Battery
",3.5
"Swipe Elite Plus (White / Ivory White, 16 GB)","₹6,499","2 GB RAM | 16 GB ROM | Expandable Upto 64 GB
5 inch Full HD Display
13MP Rear Camera | 8MP Front Camera
3050 mAh Li-Ion Battery
Qualcomm Snapdragon 615 64-bit Octa Core 1.5GHz Processor
",3.3
Karbonn K310n,₹719,"10 MB RAM | 10 MB ROM |
1.8 inch NA Display
0.3MP Rear Camera
800 mAh Battery
",3.8
Reach Champ i,₹699,"32 MB RAM | 32 MB ROM | Expandable Upto 8 GB
1.8 inch QVGA Display
1.3MP Rear Camera
1500 mAh Battery
",3.3
"Gionee X-1 (Black, 16 GB)","₹7,199","2 GB RAM | 16 GB ROM | Expandable Upto 256 GB
5.0 inch HD Display
8MP Rear Camera | 8MP Front Camera
3000 mAh Li-polymer Battery
MT6737 Processor
",3.9
Karbonn K310n,₹729,"10 MB RAM | 10 MB ROM |
1.8 inch Display
0.3MP Rear Camera
800 mAh Battery
",3.8
"Lava Z60 (Gold, 16 GB)","₹4,999","1 GB RAM | 16 GB ROM | Expandable Upto 32 GB
5 inch FWVGA Display
5MP Rear Camera | 5MP Front Camera
2500 mAh Li-ion Battery
MTK6737 Processor
",3.9
"Mobiistar XQ Dual (Black, 32 GB)","₹7,999","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
5.5 inch Full HD Display
13MP Rear Camera | 13MP + 8MP Dual Front Camera
3000 mAh Li-polymer Battery
Qualcomm Snapdragon 430 Octa Core 1.4 GHz Processor
Finger Print Sensor
4G ViLTE + VoLTE
",3.9
"Mobiistar XQ Dual (Gold, 32 GB)","₹7,999","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
5.5 inch Full HD Display
13MP Rear Camera | 13MP + 8MP Dual Front Camera
3000 mAh Li-polymer Battery
Qualcomm Snapdragon 430 Octa Core 1.4 GHz Processor
Finger Print Sensor
4G ViLTE + VoLTE
",3.9
"Meizu M3 Note (Grey, 32 GB)","₹7,499","3 GB RAM | 32 GB ROM |
5.5 inch Full HD Display
13MP Rear Camera | 5MP Front Camera
4100 mAh Battery
Helio P10 ARM Cortex-A53 Processor
",3.6
Karbonn K-Phone 1,"₹1,199","Expandable Upto 8 GB
2.4 inch QVGA Display
1.3MP Rear Camera
1400 mAh Battery
",3.6
Lava KKT Pearl,"₹1,249","Expandable Upto 32 GB
2.4 inch QVGA Display
0.3MP Rear Camera
1750 mAh Li-Ion Battery
0 0 0 0 Processor Processor
",4
Rage Bold_2408,₹840,"32 MB RAM | 32 MB ROM |
2.4 inch Display
0.3MP Rear Camera
2400 mAh Battery
",3.9
Intex ECO 106+,₹779,"15 KB ROM |
1.8 inch VGA Display
1MP Rear Camera
1000 mAh Battery
",3.8
"Google Pixel 2 (Kinda Blue, 64 GB)","₹52,999","4 GB RAM | 64 GB ROM |
5.0 inch Full HD Display
12.2MP Rear Camera | 8MP Front Camera
2700 mAh Battery
Qualcomm Snapdragon 835 64-bit Octa Core Processor
Android Oreo 8.0.1 | Stock Android Version
Free Unlimited Storage in Google Photos
Water Resistant
",4.5
"Moto E5 Plus (Fine Gold, 32 GB)","₹12,030","3 GB RAM | 32 GB ROM |
6.0 inch HD+ Display
12MP Rear Camera | 5MP Front Camera
5000 mAh Battery
Qualcomm® Snapdragon™ 430 processor Processor
",4.1
"Coolpad Note 6 (Royal Gold, 32 GB)","₹9,290","4 GB RAM | 32 GB ROM |
5.5 inch Display
13MP Rear Camera
4070 mAh Battery
",3.8
Karbonn K888 Metal,"₹1,347","32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
2.8 inch Display
0.3MP Rear Camera
3000 mAh Battery
",3.7
"Samsung Galaxy J4 (Blue, 16 GB)","₹9,490","2 GB RAM | 16 GB ROM | Expandable Upto 256 GB
5.5 inch HD Display
13MP Rear Camera | 5MP Front Camera
3000 mAh Battery
Exynos 7570 Processor
",4.3
